"MasterRecordID","RecordID","DirectoryNumber","PubDate","DisplayName","BusinessName","CorporateName","StreetNum","PreDir","StreetName","StreetSuffix","PostDir","UnitDesig","SecNumber","CityName","StateCode","ZIP","ZIP4","Phone","PhoneCode","MailSuppression","NoSolicitation","PhoneSuppression","MSA","WebAddress","AdultContentFlag","SecondaryPhoneNumber","SecondaryPhoneNumberCode","EmailAddress","AdType","AdSize","CreditCardsAccepted","FreeCode","HoursofOperation","Language","DiscountCode","DeliveryCode","YearStarted","YearsInBus","Directions","Slogans","Products","ProductsSynonyms","Brands","BrandsSynonyms","Trademark","Services","ServicesSynonyms","Models","ModelsSynonyms","Specialties","SpecialtiesSynonyms","ProgramsOffered","ProgramsOfferedSynonyms","ProductFeatures","ProductFeaturesSynonyms","ServiceFeatures","ServiceFeaturesSynonyms","LocationFeatures","LocationFeaturesSynonyms","GroupsServed","GroupsServedSynonyms","IndustryType","IndustryTypeSynonyms","SpecialConsiderations","SpecialConsiderationsSynonyms","SpecialHours","SpecialHoursSynonyms","OrderingMethods","OrderingMethodsSynonyms","ProfessionalsOnStaff","ProfessionalsOnStaffSynonyms","PaymentMode","PaymentModeSynonyms","Associations","AssociationsSynonyms","Certifications","CertificationsSynonyms","GeneralContent","GeneralContentSynonyms","BusinessLink","PrimaryBusinessClassificationFlag","SYPH1","SYPH2","SYPH3","SYPH4","SYPH5","SYPH6","SIC1","SIC2","SIC3","SIC4","SIC5","SIC6","NAICS1","NAICS2","NAICS3","NAICS4","NAICS5","NAICS6","BDC1","BDC2","BDC3","BDC4","BDC5","BDC6","Fax","AgeOfRecord","AddressPrivacyFlag","ServiceArea","ChainID","CBSA","ActualSalesAmount","MailingAddress","MailingCity","MailingState","MailingZipCode","LandmarkAddress","LandmarkCity","LandmarkState","LandmarkZipCode","FranchiseChain","TollFree","Financing","GoogleCheckout","Invoice","LongLocalWebaddress","MenuLink","CouponLink","TwitterLink","LinkedInLink","FacebookLink","AlternateSocialLink","YouTubeVideoLink","LogoLink","Pinterest","Keywords","BusinessMobileNumber","CallTrackingNumber","ParkingOptions","ValidationOptions","ProfessionalAssociations","ATM","AlternativeBusinessName","AnchorHostBusiness","UnofficialLandmark","PriceRange","Reservations","BanquetMeetingRooms","RestaurantBarTypes","DressCode","ShuttleService","FreeInternet","InternetAccess","FoodCourt","ParkPermitRequired","EquipmentRentals","LodgingCampgrounds","LiveEntertainment","SmokingPreference","ZagatRating","GiftShop","PresenceofECommerce","GreenCompanyIndicator","SeasonalHours","CreditRating","Fortune_500_Flag","BusinessHours","Contact_First_Name","Contact_Last_Name","Contact_Title","Contact_Gender","VerificationFlag","DPBC","CRRT","EmployeeSizeRange","Ethnicity","Number_of_PCs","SalesVolume","SquareFootage"
"MA04048376","0097511334","533069","201509","SUBWAY SANDWICHES & SALADS","SUBWAY SANDWICHES","DOCTOR'S ASSOCIATES INC.","1","","YANKEE","WAY","","","","BEVERLY","MA","01915","","9782320133","PU","","","","","","","","","","3","","ADMV","","","","","","1965","050","","","BAKED GOODS & DESSERTS|CHILDREN'S MENU|CHIPS|ENTREES|JUICE|SALADS|SIDE DISHES|SUB SANDWICHES|TEA|TUNA","ENSALADA|GRINDERS|HEROES|HOAGIES|INSALATA|KID'S MENU|MAIN COURSES|PASTRIES|SUBMARINES","","","","CATERING|CUSTOM ORDERS|DINNER|LUNCH","LUNCHEON|SUPPER","","","AMERICAN|BIRTHDAYS","AMERICAN FOOD|AMERICAN RESTAURANT","","","DIET MENU|HEALTH FOOD","","","","CASUAL DINING|DINE IN|TAKE OUT","CARRY OUT|DINE OUT|EAT IN|PICK UP|SEATING|SIT DOWN|TAKE HOME|TO GO","","","","","","","HOLIDAYS","","ORDER BY FAX|ORDER BY PHONE","CALL IN ORDERS|FAX ORDERS|PHONE ORDERS|TELEPHONE ORDERS","","","","","","","","","DELICATESSEN / SANDWICH SHOP|FAST FOOD","DELI","3510222131536","S","195440","195251","","","","","58121402","","","","","","7222110701","7221100000","","","","","16160400","","","","","","","20091015","","","01995","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","","C045","","","","",""
"MA04892462","0097511340","533069","201509","","PROJECT CHILD","","500","","CUMMINGS","CTR","","STE","3850","BEVERLY","MA","01915","6509","9782320332","P","","","","","PROJECTCHILLD.COM","","","","","3","","","","","","","","2006","009","","","","","","","","OCCUPATIONAL THERAPY|SPEECH THERAPY|THERAPIES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510098244299","I","158110","172190","","","","","80490700","80490101","","","","","6213400400","6213400101","","","","","18030901","18031000","","","","","","20150729","","","","14460","1640000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","KATHY","CARLEY","EXECUTIVE DIRECTOR","F","V","509","C046","D","","B","C","B"
"MA04140252","0097511344","533069","201509","","E P MANAGEMENT CORP","","7","","TOZER","RD","","","","BEVERLY","MA","01915","1047","9782321126","P","","","Y","","EPMANAGEMENT.COM","","","","","3","","","","","","","","1990","025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","189650ATTR:COMMERCIAL|FARM|REAL ESTATE|RESIDENTIAL","","2510189381919","I","189650","","","","","","65190300","65310000","","","","","5311900400","5312100000","","","","","24000000","","","","","","","20130716","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JONATHAN","ZINER","MANAGER","M","V","075","C009","","","","E",""
"MA04895710","0097511347","033758","201509","","CYTOCURE LLC","","100","","CUMMINGS","CTR","","STE","430C","BEVERLY","MA","01915","6122","9782321244","P","","","Y","","CYTOCURE.COM","","9782321243","P","MAIL@CYTOCURE.COM","","","","","","","","","1999","016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510128086320","K","148510","","","","","","39990000","","","","","","3399990000","","","","","","20000000","","","","","","9782321243","20021118","","","","14460","870000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","JAMES","KURNICK","OWNER","M","V","030","C047","B","","B","B","C"
"MA04254692","0097511358","533069","201509","","THE PICKLED ONION INC","","355","","RANTOUL","ST","","","","BEVERLY","MA","01915","3234","9782323973","P","","","","","pickledonionbeverly.com|THEPICKLEDONIONBEVERLY.COM","","","","","3","","","","","","","","2001","014","","","","","","","","BAR & GRILLE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FINE ALES  WINES & SPIRITS|THE PFCKLE? ONION|195251ATTR:DELIVERY","","2510132392645","I","195251","","","","","","58120000","","","","","","7221100000","7222110000","","","","","16000000","","","","","","","20021118","","","","14460","692000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B","N","","KELLI","PETER","OWNER","M","V","552","C046","C","","A","B","B"
"MA04894161","0097511674","033758","201509","","INVISION CONSULTING","","100","","CUMMINGS","CTR","","","","BEVERLY","MA","01915","6115","9782992100","P","","","","","","","9789222540","P","","","","","","","","","","1994","021","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510016341149","I","103871","","","","","","87480000","","","","","","5416180000","","","","","","11191923","","","","","","","20021118","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","993","C047","","","","",""
"MA05041867","0097513801","533069","201509","","ONE STOP","","311","","CABOT","ST","","","","BEVERLY","MA","01915","3369","9785244868","P","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510182736712","S","064640","","","","","","54110200","","","","","","4451200000","","","","","","25080100","","","","","","","20100217","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JASBAL","GILL","OWNER","U","V","111","C028","","","","B",""
"MA04829475","0097513803","","201509","","MOBIL","","453","","ESSEX","ST","","","","BEVERLY","MA","01915","1311","9785244884","P","","","Y","","MOBIL.COM","","","","","","","AMVZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510073612558","S","209750","","","","","","55410000","","","","","","4471900000","","","","","","21032200","","","","","","","20130716","","","03582","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","T","530","C045","","","","",""
"MA04845430","0097513809","703548","201509","","ALEXANDERS WINES & SPECIALTIES","","246","","ELLIOTT","ST","","","","BEVERLY","MA","01915","2419","9785247877","P","","","Y","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510179334110","I","137330","255370","","","","","59210000","59210104","","","","","4453100000","4453100102","","","","","25080500","25080502","","","","","","20021118","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JIM","FORTIN","OWNER","M","V","468","C021","","","","C",""
"MA04254746","0097513812","533069","201509","","HARRY'S 240","","240","","RANTOUL","ST","","","","BEVERLY","MA","01915","4211","9785248588","P","","","","","harrys240.com","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HARRYS 240|OPEN DAILY AT 5PM","","2510015663083","I","195251","","","","","","58120000","","","","","","7221100000","7222110000","","","","","16000000","","","","","","","20021118","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","STEPHEN","OCONNOR","OWNER","M","V","402","C002","","","","C",""
"MA05042768","0097513815","533069","201509","","LONG NAILS SPECIALIST","","203","","CABOT","ST","","","","BEVERLY","MA","01915","5824","9785248850","P","","","Y","","LONGNAILSBEVERLY.COM","","","","","3","","MV","","","","","","1995","020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","155540ATTR:PEDICURES|NAIL SALONS & SERVICES","","2510051620423","I","155540","","","","","","72310114","","","","","","8121130101","","","","","","22080202","22080900","","","","","","20021118","","","","14460","148000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B","N","","BIET","NGUYEN","OWNER","F","V","032","C028","A","H","A","A","A"
"MA04873460","0097513824","533069","201509","","SALLY'S SKIN CARE","","138","","DODGE","ST","","","","BEVERLY","MA","01915","1866","9785249990","P","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510015661532","I","031680","","","","","","72310000","","","","","","8121120000","","","","","","22080200","","","","","","","20021118","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","995","C019","","","","",""
"MA05042156","0097516787","533069","201509","","HANNAH INSURANCE AGENCY","","240","","CABOT","ST","","","","BEVERLY","MA","01915","4523","9787201100","P","","","","","","","9787201123","L","","3","","","","","","","","2001","014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510195548820","S","124270","","","","","","63990300","","","","","","5241280500","","","","","","15040000","","","","","","9787201123","20021118","","","","14460","639000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","DANA","MOODY","MANAGER","F","V","406","C028","A","","B","B","A"
"MA05041784","0097518829","533069","201509","","THE CROSSING'S CORNER MARKET","","398","","CABOT","ST","","","","BEVERLY","MA","01915","3146","9789210317","P","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510194605623","I","245280","","","","","","53310000","","","","","","4529900000","","","","","","25110000","","","","","","","20021118","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HOA","TRAN","MANAGER","U","V","983","C013","","","","A",""
"MA04308108","0097518833","533069","201509","","CONTRACT ENGINEERING INC","","123","","PARK","ST","","","","BEVERLY","MA","01915","4313","9789210501","P","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510051622252","I","139790","","","","","","76991006","","","","","","8113101604","","","","","","11223325","","","","","","","20021118","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JAMES","ROBICHAU","PRESIDENT","M","V","238","C029","","","","D",""
"MA05041365","0097518868","033758","201509","","VAB ENTERPRISES INC","","583","","CABOT","ST","","","","BEVERLY","MA","01915","2548","9789212074","P","","","","","","","9789220505","P","","","","","","","","","","1993","022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510148134282","","","","","","","","","","","","","","","","","","","","","","","","","","","20021118","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","834","C043","","","","",""
"MA04306737","0097518873","703548","201509","","WAYNE'S WORLD OF AUTOMOTIVE SERVICES","","126","","PARK","ST","","","","BEVERLY","MA","01915","3221","9789212690","P","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510015662824","I","024660","","","","","","75380000","","","","","","8111110200","","","","","","21020000","","","","","","","20021118","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","268","C029","","","","",""
"MA04851099","0097518884","703548","201509","","CORNERSTONES SCHOOL BEVERLY","","6","","ECHO","AVE","","","","BEVERLY","MA","01915","2417","9789214170","P","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ELEMENTARY SCHOOL|HIGH SCHOOL","SECONDARY","2510199249769","I","204680","","","","","","82990000","","","","","","6116990000","","","","","","14000000","","","","","","","20021118","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","064","C021","","","","",""
"MA04896822","0097518906","033758","201509","","RECITAL CORP","","100","","CUMMINGS","CTR","","STE","318J","BEVERLY","MA","01915","6112","9789215594","PU","","","Y","","RECITAL.COM","","","","","","","","","","","","","1988","027","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","059810ATTR:SOFTWARE|DESKTOPS|PRINTERS","","2510015929143","I","059810","","","","","","57340000","","","","","","4431200000","","","","","","25040000","","","","","","","20130716","","","","14460","983000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","DAVE","FOSS","DIRECTOR","M","V","806","C047","C","","","B",""
"MA06454740","0097518908","","201510","","RENT-A-CENTER","","220","","CABOT","ST","","","","BEVERLY","MA","01915","5717","9789215900","P","","","","","rentacenter.com/?utm_campaign=localmaps","","80066555109789216668","KL","","","","ADMV","","","","","","","","","","FURNITURE  BEDROOM FURNITURE  FURNITURE RENTAL  RENTAL FURNITURE  RENT-TO-OWN FURNITURE  RENT APPLIANCES  APPLIANCES  APPLIANCES RENTAL  COMPUTERS  COMPUTER RENTAL  ELECTRONICS  ELECTRONICS RENTAL","","ACER  ALBANY  AMANA  ASHLEY  ASUS  DELL  HP  KENMORE  KLAUSSNER  LANE FURNITURE  LENOVO  LG  MAGNAVOX  MICROSOFT  NABI  NINTENDO  PANASONIC  RCA  SAMSUNG  SERTA  SHARP  SONY  TOSHIBA  VIZIO  WHIRLPOOL","","","BEVERLY RENT TO OWN  BEVERLY APPLIANCE RENTAL  BEVERLY ELECTRONICS RENTAL  BEVERLY FURNITURE RENTAL  BEVERLY COMPUTER RENTAL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AT THE BEVERLY RENT-A-CENTER  RENT OR BUY FURNITURE  COMPUTERS  APPLIANCES  & ELECTRONICS WITH WEEKLY PAYMENTS OR 90-DAYS SAME AS CASH! NO CREDIT CHECK  WAITING PERIOD OR INTEREST!","","2510015660292","S","100830","100320","193070","702217","193121","017660","73590121","73770000","73590105","","","","5322990104","5322100103","5324200000","5323100101","","","25160800","25181142","11210100","25010800","","","9789216668","20130716","","","01749","14460","","","","","","","","","","","8006655510","","","","HTTP://LOCATIONS.RENTACENTER.COM/MASSACHUSETTS/BEVERLY/01915/220-CABOT-ST/?UTM_SOURCE=ACXIOM&UTM_MEDIUM=ORGANIC&UTM_CAMPAIGN=LOCALMAPS","","WWW6.RENTACENTER.COM/SPECIALS","TWITTER.COM/RENTACENTER","","FACEBOOK.COM/RENTACENTER","PLUS.GOOGLE.COM/106951448398632271434/POSTS","YOUTUBE.COM/USER/RENTACENTER","LOCATIONS.RENTACENTER.COM/RENT-TO-OWN/RENT-FURNITURE-APPLIANCES-RENT-A-CENTER.JPG","","RENT TO OWN  RENT A CENTER  RENTACENTER  RENT APPLIANCES  RENT COMPUTERS  RENT FURNITURE  RENT ELECTRONICS","","","","","","","RAC RENTACENTER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","M","202","C028","","","","",""
